ID;Spalte1;Haupteintrag;Nr;Funktion;Inhalt;Zusatz;Typ2
o06269;;Saint-Pierre;861;Ort;Saint-Pierre;Saint-Pierre;t:placeName
;;;875;Ort;Saint-Pierre;Saint-Pierre;t:placeName
o06271;;Saint-Remi;188;Ort;Saint-Remi;Saint-Remi;t:placeName
;;;218;Ort;Saint-Remi;Saint-Remi;t:placeName
;;;223;Ort;Saint-Remi;Saint-Remi;t:placeName
;;;223b;Ort;Saint-Remi;Saint-Remi;t:placeName
;;;272;Ort;Saint-Remi;Saint-Remi;t:placeName
;;;273;Ort;Saint-Remi;Saint-Remi;t:placeName
;;;275;Ort;Saint-Remi;Saint-Remi;t:placeName
;;;347;Ort;Saint-Remi;Saint-Remi;t:placeName
;;;377;Ausstellungort;Saint-Remi;Saint-Remi;t:placeName
;;;409;;Saint-Remi;;t:orgName
;;;446;;Saint-Remi;;t:orgName
;;;787;Ort;Saint-Remi;Saint-Remi;t:placeName
;;;977;;Saint-Remi;;t:orgName
;;;987;Ort;Saint-Remi;Saint-Remi;t:placeName
o06285;;Saint-Remi vor Reims;223b;Ausstellungort;Saint-Remi vor Reims;Saint-Remi vor Reims;t:placeName
;;;224;Ausstellungort;Saint-Remi vor Reims;Saint-Remi vor Reims;t:placeName
;;;225;Ausstellungort;Saint-Remi vor Reims;Saint-Remi vor Reims;t:placeName
;;;225a;Ausstellungort;Saint-Remi vor Reims;Saint-Remi vor Reims;t:placeName
;;;226;Ausstellungort;Saint-Remi vor Reims;Saint-Remi vor Reims;t:placeName
;;;227;Ausstellungort;Saint-Remi vor Reims;Saint-Remi vor Reims;t:placeName
p06046;;Robert, Erzbischof von Trier;178;;Erzbischöfe (Robert) von Trier;Trier;t:persName
o06292;;Saints-Laurent-et-Jacques in Bourges, Cher;573;Ort;Saints-Laurent-et-Jacques (in Bourges, Cher);Saints-Laurent-et-Jacques (in Bourges, Cher);t:placeName
p06047;;Robert, Graf von Dreux und Seigneur von Braine, arr. Soissons, Aisne;1066;;Grafen Robert (von Dreux und Seigneur von Braine, arr. Soissons, Aisne);Dreux und Seigneur von Braine, arr. Soissons, Aisne);t:persName
p06048;Robert, Kantor von Saint-Lazare in Avallon;Robert, Kantor;1087;Empfänger;Kantor Robert;;t:persName
;;;469;;Saint-Thierry;;t:orgName
p06049;;Robert, Kleriker;866;;Kleriker Robert;;t:persName
p06050;;Robert, Lehnsmann Arnulfs;145;;Robert, einen Lehnsmann Arnulfs;;t:persName
o06298;;Samoussy c. et arr. Laon;642;Ort;Samoussy (c. et arr. Laon);Samoussy (c. et arr. Laon);t:placeName
p06051;;Robert, Mönch aus Marmoutier c. et arr. Tours, Indre-et-Loire;347;;Robert, Mönch aus Marmoutier (c. et arr. Tours, Indre-et-Loire);Marmoutier (c. et arr. Tours, Indre-et-Loire);t:persName
;;;450;Empfänger;Samson, Elekt von Reims;Reims;t:persName
;;;451;Aussteller;S(amson), Erzbischof von Reims;Reims;t:persName
;;;452;Empfänger;S(amson) von Reims;Reims;t:persName
;;;453;Empfänger;Erzbischöfe Samson von Reims;Reims;t:persName
;;;454;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;455;Aussteller;Samsons, Erzbischof von Reims;Reims;t:persName
;;;456;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;457;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;458;Aussteller;Samson, Erzbischof von Reims;Reims;t:persName
;;;459;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;460;Aussteller;Samson, Erzbischof von Reims;Reims;t:persName
;;;461;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;462;Empfänger;S(amson), Erzbischof von Reims;Reims;t:persName
;;;464;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;465;Aussteller;Samson, Erzbischof von Reims;Reims;t:persName
;;;466;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;467;Aussteller;Samson, Erzbischof von Reims;Reims;t:persName
;;;468;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;469;Aussteller;Samsons, Erzbischof von Reims;Reims;t:persName
;;;470;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;471;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;472;;Samson, Erzbischof von Reims;Reims;t:persName
;;;474;;Samsons, Erzbischof von Reims;Reims;t:persName
;;;475;Empfänger;S(amson) von Reims;Reims;t:persName
;;;476;Empfänger;Erzbischof S(amson) von Reims;Reims;t:persName
;;;477;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;478;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;479;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;480;Empfänger;(Samson) von Reims;Reims;t:persName
;;;481;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;481;;S(amson), Erzbischof von Reims;Reims;t:persName
;;;482;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;483;Empfänger;Samson, Erzbischof von Reims (?);Reims (?);t:persName
;;;484;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;485;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;486;Empfänger;S(amson), Erzbischof von Reims;Reims;t:persName
;;;487;Aussteller;Samsons, Erzbischof von Reims;Reims;t:persName
;;;488;Empfänger;S(amson), Erzbischof von Reims;Reims;t:persName
;;;489;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;490;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;492;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;493;Empfänger;S(amson), Erzbischof von Reims;Reims;t:persName
;;;494;Empfänger;S(amson), Erzbischof von Reims;Reims;t:persName
;;;495;Empfänger;(Samson), Erzbischof von Reims;Reims;t:persName
;;;496;Empfänger;(Samson), Erzbischof von Reims;Reims;t:persName
;;;497;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;498;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;499;Empfänger;S(amson), Erzbischof von Reims;Reims;t:persName
;;;500;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;501;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;502;Aussteller;Samson, Erzbischof von Reims;Reims;t:persName
;;;503;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;504;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;505;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;506;Empfänger;Samson, Erzbischof von Reims;Reims;t:persName
;;;507;;S(amson), Erzbischof von Reims;Reims;t:persName
;;;508;Empfänger;S(amson), Erzbischof von Reims;Reims;t:persName
;;;554;;S(amson), seinem Vorgänger;;t:persName
;;;559;;des Erzbischofs verstorbenem Vorgänger (Samson);;t:persName
;;;567;;S(amson), des Erzbischofs Vorgänger;;t:persName
;;;589;;S(amson), des Erzbischofs Vorgänger;;t:persName
;;;672;;Erzbischofs Vorgänger S(amson);;t:persName
;;;692;;Erzbischofs Vorgänger S(amson);;t:persName
;;;797;;Erzbischofs Vorgänger Samson;;t:persName
;;;818;;Erzbischofs S(amson);;t:persName
;;;958;;Erzbischof S(amson);;t:persName
;;;1071;;Samsons, Erzbischof von Reims;Reims;t:persName
;;;1120f;;Erzbischof Samson von Reims;Reims;t:persName
p06052;;Robert, Priester;631;;Priester Robert;;t:persName
o06369;;San Germano;296;Ausstellungort;San Germano;San Germano;t:placeName
;;;297;Ausstellungort;San Germano;San Germano;t:placeName
o06371;;Santa Sabina;1033;Ort;Santa Sabina;Santa Sabina;t:placeName
o06372;;Saphet;488;Ausstellungort;Saphet;Saphet;t:placeName
p06055;;Robert, Priester, Überbringer;644;;Überbringer, ein Priester Robert;;t:persName
p06056;;Robert, Prior von Saint-Oricle Senuc, c. Grandpré, arr. Vouziers, Ardennes;409;;Robert, Prior von Saint-Oricle (Senuc, c. Grandpré, arr. Vouziers, Ardennes);Saint-Oricle (Senuc, c. Grandpré, arr. Vouziers, Ardennes);t:persName
p06057;;Robert, Propst von Saint-Omer;900;;R(obert), den Propst von Saint-Omer;Saint-Omer;t:persName
p06058;;Robert, Stiftspropst in Aire-sur-la-Lys;980;;Robert, Stiftspropst in Aire(-sur-la-Lys);Aire(-sur-la-Lys);t:persName
p06059;;Robert dAire, Elekt in Arras;974;;Robert d’Aire, bisher Elekt in Arras;Arras;t:persName
p06060;;Robert de Boves arr. Amiens, Somme;853;;Robert de Boves (arr. Amiens, Somme);de Boves (arr. Amiens, Somme);t:persName
;;;846;;Schwester;;t:persName
;;;1012a;;Schwester;;t:persName
p06061;;Robert de Curtenay;551;;Rob(ert) de Curten(ay);Curten(ay);t:persName
p06062;;Robert de lAire;730;;(Robert de l’Aire);l’Aire;t:persName
p06063;;Robert II.;196;;Robert (II.);;t:persName
p06064;;Robert II., König von Frankreich;210;;König Roberts (II.) von Frankreich;Frankreich;t:persName
p06065;;Robertus;590;;R(obertus);;t:persName
o06386;;Segni;479;Ausstellungort;(Segni;(Segni;t:placeName
;;;480;Ausstellungort;Segni;Segni;t:placeName
;;;920;Ausstellungort;Segni;Segni;t:placeName
;;;921;Ausstellungort;Segni;Segni;t:placeName
;;;922;Ausstellungort;Segni;Segni;t:placeName
;;;923;Ausstellungort;Segni;Segni;t:placeName
;;;924;Ausstellungort;Segni;Segni;t:placeName
;;;925;Ausstellungort;Segni;Segni;t:placeName
;;;926;Ausstellungort;Segni;Segni;t:placeName
;;;927;Ausstellungort;Segni;Segni;t:placeName
p06066;;Robert von Amiens;677;;(Robert) von Amiens;Amiens;t:persName
p06067;;Rodoaldus;304;;Rodoaldus;;t:persName
;;;913;;seine Kirche;;t:orgName
p06068;Rodulf, Bischof von Laon;Rodulf, Bischof von Laon;155;;Rodulf, Bischof von Laon;Laon;t:persName
;;;74;;seine Kollegen;;t:persName
p06070;;Roger;647;;Rog(er);;t:persName
p06071;;Roger, Abhängiger der Johanniter;825;;Roger, eines Abhängigen der Johanniter;;t:persName
p06072;;Roger, Bischof von Cambrai;1079d;;Bischof R(oger) von Cambrai;Cambrai;t:persName
p06074;;Roger, Bischof von Châlons-en-Champagne;314;;Bischöfe Roger von Châlons-en-Champagne;Châlons-en-Champagne;t:persName
p06075;Roger, Bischof von Laon;Roger, Bischof von Laon;1020;Empfänger;(Roger), Bischof von Laon;Laon;t:persName
p06077;;Roger, König von Sizilien;759;;R(oger), Königs von Sizilien;Sizilien;t:persName
;;;624;;seligen Petrus;;t:persName
;;;636;;seligen Petrus;;t:persName
p06078;;Roger III., Bischof von Châlons;282;;Bischof (Roger III.) von Châlons;Châlons;t:persName
;;;1042;;, Senlis;Senlis;t:orgName
;;;193;Ausstellungort;(Senlis;(Senlis;t:placeName
;;;194;Ausstellungort;(Senlis;(Senlis;t:placeName
;;;304;Ort;Senlis;Senlis;t:placeName
p06080;;Roger III., Bischof von Châlons aus Saint-Memmie;266;;Bischof (Roger III.?) von Châlons aus Saint-Memmie;Châlons aus Saint-Memmie;t:persName
;;;392;;, Sens;Sens;t:persName
;;;400;Empfänger;, Sens;Sens;t:persName
;;;491;Empfänger;, Sens;Sens;t:persName
;;;1110;Empfänger;, Sens;Sens;t:persName
;;;2;Ort;Sens;Sens;t:placeName
;;;5;Ort;Sens;Sens;t:placeName
;;;451;Ausstellungort;(Sens?;(Sens?;t:placeName
;;;577;Ausstellungort;Sens;Sens;t:placeName
;;;579;Ausstellungort;Sens;Sens;t:placeName
;;;580;Ausstellungort;Sens;Sens;t:placeName
;;;582;Ausstellungort;Sens;Sens;t:placeName
;;;583;Ausstellungort;Sens;Sens;t:placeName
;;;584;Ausstellungort;Sens;Sens;t:placeName
;;;585;Ausstellungort;Sens;Sens;t:placeName
;;;586;Ausstellungort;Sens;Sens;t:placeName
;;;587;Ausstellungort;Sens;Sens;t:placeName
;;;588;Ausstellungort;Sens;Sens;t:placeName
;;;589;Ausstellungort;Sens;Sens;t:placeName
;;;590;Ausstellungort;Sens;Sens;t:placeName
;;;591;Ausstellungort;Sens;Sens;t:placeName
;;;592;Ausstellungort;Sens;Sens;t:placeName
;;;593;Ausstellungort;Sens;Sens;t:placeName
;;;594;Ausstellungort;Sens;Sens;t:placeName
;;;595;Ausstellungort;Sens;Sens;t:placeName
;;;596;Ausstellungort;Sens;Sens;t:placeName
;;;597;Ausstellungort;Sens;Sens;t:placeName
;;;600;Ausstellungort;Sens;Sens;t:placeName
;;;601;Ausstellungort;(Sens;(Sens;t:placeName
;;;602;Ausstellungort;Sens;Sens;t:placeName
;;;603;Ausstellungort;Sens;Sens;t:placeName
;;;619;Ausstellungort;Sens;Sens;t:placeName
;;;814;Ort;Sens;Sens;t:placeName
;;;1013;Ort;Sens;Sens;t:placeName
;;;1109b;Ort;Sens;Sens;t:placeName
o06449;;Sept-Saulx, c. Verzy, arr. Reims, Marne;908;Ort;Sept-Saulx, c. Verzy, arr. Reims, Marne;Sept-Saulx, c. Verzy, arr. Reims, Marne;t:placeName
o06450;;Septsaulx c. Verzy, arr. Reims;1042;Ort;Septsaulx (c. Verzy, arr. Reims);Septsaulx (c. Verzy, arr. Reims);t:placeName
o06451;;Sept-Saulx ibid.;812;Ort;Sept-Saulx (ibid.);Sept-Saulx (ibid.);t:placeName
p06081;;Roger Tocellus;842;;Roger Tocellus;;t:persName
;;;21;Empfänger;Sergius II.;;t:persName
;;;22;Aussteller;Sergius’ II.;;t:persName
;;;23;Aussteller;Sergius’ II.;;t:persName
;;;24;Aussteller;Sergius’ II.;;t:persName
;;;26;Empfänger;(Sergius II.;;t:persName
;;;27;Empfänger;(Sergius II.;;t:persName
;;;28;Empfänger;(Sergius II.;;t:persName
;;;29;;Papst Sergius II.;;t:persName
;;;37;;Sergius’ II.;;t:persName
;;;86;;Sergius (II.);;t:persName
o06463;;Servenay bei Arcy-Sainte-Restitue, c. Oulchy-le-Château, arr. Soissons, Aisne;876;Ort;Servenay (bei Arcy-Sainte-Restitue, c. Oulchy-le-Château, arr. Soissons, Aisne);Servenay (bei Arcy-Sainte-Restitue, c. Oulchy-le-Château, arr. Soissons, Aisne);t:placeName
p06082;;Roger von Châlons;309;;(Roger) von Châlons;Châlons;t:persName
;;;161;Empfänger;Seulf, Erzbischof von Reims;Reims;t:persName
o06466;;Sidon;766;Ort;Sidon;Sidon;t:placeName
p06083;;Rohard de Biastra;891;;Rohard de Biastra;Biastra;t:persName
p06084;Roland, Kardinalpriester und Kanzler der römischen Kirche;Roland, Kardinalpriester und Kanzler der römischen Kirche;493;Aussteller;R(oland), Kardinalpriester und Kanzler der römischen Kirche;römischen Kirche;t:persName
;;;218;Aussteller;Silvester II.;;t:persName
p06085;;Roland, Überbringer;678;;Überbringers Roland;;t:persName
p06087;;Rollandus, Kapellan;771;;Kapellan Rollandus;;t:persName
p06201;;römischen Kardinäle;418;;römischen Kardinäle;;t:persName
p06202;;Rorico, Bischof von Laon;181;;Bischöfe Rorico von Laon;Laon;t:persName
;;;1062;;Bischof Simon von Meaux;Meaux;t:persName
p06203;;Rossa, Frau;1004;;Frau Rossa;;t:persName
p06204;;Rostainus;667;;Rostain(us);;t:persName
p06205;;Rostran., frater;658;;frater Rostran.;;t:persName
p06206;;Rotbert, Erzbischof von Trier;173;Empfänger;Rotberts, Erzbischof von Trier;Trier;t:persName
p06208;;Rothad;86;;Rothad;;t:persName
p06209;Rothad, Bischof von Soissons;Rothad, Bischof von Soissons;62;;Rothad, Bischof von Soissons;Soissons;t:persName
;;;1128;;);;t:persName
p06216;;Rothad, sein Mitbischof in Soissons;58;;Rothad, sein Mitbischof in Soissons;Soissons;t:persName
;;;471;;S(imon) von Noyon;Noyon;t:persName
o06484;;Singly c. Omont, arr. Charleville-Mézières, Ardennes;969;Ort;Singly (c. Omont, arr. Charleville-Mézières, Ardennes);Singly (c. Omont, arr. Charleville-Mézières, Ardennes);t:placeName
p06217;;Rotrold, Erzbischof von Rouen;772;Empfänger;(Rotrold), Erzbischof von Rouen;Rouen;t:persName
p06218;Rotrou, Erzbischof von Rouen;Rotrou, Erzbischof von Rouen;757;Empfänger;(Rotrou) von Rouen;Rouen;t:persName
p06221;Rotrud, Bischof von Évreux;Rotrud von Évreux;475;Empfänger;R(otrud) von Évreux;Évreux;t:persName
p06223;;Rouen;491;Empfänger;, Rouen;Rouen;t:persName
p06226;;Rudolf, Abt;136;;Abt Rudolf;;t:persName
p06227;;Rudolf, Bischof von Ferentino;722;;Bischof R(udolf) von Ferentino;Ferentino;t:persName
;;;704;;Sohn;;t:persName
;;;710;;Sohnes;;t:persName
;;;801;;Sohn;;t:persName
;;;801;;Sohn;;t:persName
;;;979;;Sohn;;t:persName
;;;979;;Sohn;;t:persName
p06228;;Rudolf, Sohn;132;;Sohn Rudolf;;t:persName
p06229;;Rumold, Bischof von Konstanz;259;;Bischof Rumold von Konstanz;Konstanz;t:persName
p06230;Ruotbert, Erzbischof von Trier;Ruotbert, Erzbischof von Trier;170;Empfänger;Ruotbert, Erzbischof von Trier;Trier;t:persName
p06231;;S.;766;;S.;;t:persName
;;;846;;Söhne;;t:persName
;;;887;;Söhne;;t:persName
;;;888;;Söhne;;t:persName
;;;889;;Söhne;;t:persName
;;;1110h;;Söhnen;;t:persName
p06236;;S., ein Bürger von Saint-Remi;972;;S., ein Bürger von Saint-Remi;Saint-Remi;t:persName
p06237;;S., einstmals Jude, jetzt Christ;688;;S., einstmals Jude, jetzt Christ;;t:persName
o06508;;Soissons;43;Ausstellungort;Soissons;Soissons;t:placeName
;;;44;Ausstellungort;Soissons;Soissons;t:placeName
;;;45;Ort;Soissons;Soissons;t:placeName
;;;46;Ort;Soissons;Soissons;t:placeName
;;;47;Ausstellungort;Soissons;Soissons;t:placeName
;;;50;Ort;Soissons;Soissons;t:placeName
;;;51;Ort;Soissons;Soissons;t:placeName
;;;54a;Ausstellungort;Soissons;Soissons;t:placeName
;;;59;Ausstellungort;Soissons;Soissons;t:placeName
;;;61;Ausstellungort;Soissons;Soissons;t:placeName
;;;72;Ausstellungort;Soissons;Soissons;t:placeName
;;;72;Ort;Soissons;Soissons;t:placeName
;;;74;Ausstellungort;Soissons;Soissons;t:placeName
;;;75;Ausstellungort;Soissons;Soissons;t:placeName
;;;76;Ort;Soissons;Soissons;t:placeName
;;;82;Ausstellungort;Soissons;Soissons;t:placeName
;;;304;Ort;Soissons;Soissons;t:placeName
;;;458;Ausstellungort;Soissons;Soissons;t:placeName
p06238;;S., Kanoniker;763;;Mitkanoniker S.;;t:persName
o06527;;Spoleto;209;Ausstellungort;(Spoleto;(Spoleto;t:placeName
;;;210;Ausstellungort;(Spoleto;(Spoleto;t:placeName
o06529;;Stadt Bourges;471;Ausstellungort;Stadt Bourges;Stadt Bourges;t:placeName
p06239;;S. , Kanoniker aus Laon;697;;S. (?), Kanoniker aus Laon;Laon;t:persName
o06531;;Stadt Reims;812;Ort;Stadt (Reims);Stadt (Reims);t:placeName
;;;1042;;Stadt Reims;Reims;t:orgName
o06533;;Stadt Rom;628;Ort;Stadt Rom;Stadt Rom;t:placeName
o06534;;Stadt Soissons;744;Ort;Stadt Soissons;Stadt Soissons;t:placeName
o06535;;Stadt Thérouanne;1107;Ort;Stadt Thérouanne;Stadt Thérouanne;t:placeName
p06240;;S., Magister;803;;Magister S.;;t:persName
o06537;;Stenay arr. Verdun, Meuse;1042;Ort;Stenay (arr. Verdun, Meuse);Stenay (arr. Verdun, Meuse);t:placeName
p06242;;S., Mönch, Überbringer;828;;Mönch S., Überbringer des Schreibens;;t:persName
p06243;;S., Priester;681;;Priesters S. (?);;t:persName
p06246;;S., Ritter;922;;Ritter S.;;t:persName
p06247;;S., Schwiegervater aus Châlons-en-Champagne;544;;Schwiegervater, S. aus Châlons-en-Champagne;Châlons-en-Champagne;t:persName
p06249;;S., Sohn des Anselm de Montaigu c. Sissonne, arr. Laon, Aisne;735;;S., Sohn des Anselm de Montaigu (c. Sissonne, arr. Laon, Aisne);Montaigu (c. Sissonne, arr. Laon, Aisne);t:persName
p06250;;S., verstorben, ehemals Thesaurar;740;;verstorbenen S., ehemals Thesaurar;;t:persName
p06251;;S., Vidame;737;;Vidame S.;;t:persName
;;;456;;(Kleriker?) Stephan;;t:persName
p06252;;S., Vogt;878;;Vogt S.;;t:persName
p06253;;S. Berengaudus;765;;S. Berengaudus;;t:persName
;;;232;Aussteller;Stephan IX.;;t:persName
p06254;;S. de Monte;1053;;S. de Monte;Monte;t:persName
p06255;;S. Lapillus, Jerusalempilger;544;;des Jerusalempilgers, S. Lapillus;;t:persName
p06256;;S. Lapillus, Überbringer;545;;S. Lapillus, Überbringer;;t:persName
p06297;;Säkularkanoniker;532;;Säkularkanoniker;;t:persName
;;;907;;Magister Steph(anus);;t:persName
p06299;Samson, Erzbischof von Reims;Samson, Erzbischof von Reims;449;;Herrn (Samson) von Reims;Reims;t:persName
;;;120;Empfänger;Stephan V.;;t:persName
;;;121;Aussteller;Stephans V.;;t:persName
;;;122;Empfänger;Stephan V.;;t:persName
;;;123;Aussteller;Stephans V.;;t:persName
;;;124;Aussteller;Stephans V.;;t:persName
;;;125;Aussteller;Stephans V.;;t:persName
;;;126;Aussteller;Stephans V.;;t:persName
;;;127;Aussteller;Stephan V.;;t:persName
;;;128;Empfänger;Stephan V.;;t:persName
;;;129;Aussteller;Stephans V.;;t:persName
;;;130;Aussteller;Stephans V.;;t:persName
;;;131;;Stephan (V.);;t:persName
p06368;;Sanderold von Mainz;130;;Sanderold von Mainz;Mainz;t:persName
;;;152;Aussteller;Stephans VI.;;t:persName
;;;153;Empfänger;Stephan VI.;;t:persName
;;;154;Aussteller;Stephans VI.;;t:persName
;;;155;Aussteller;Stephans VI.;;t:persName
p06373;;Saves;863;;Saves;;t:persName
;;;168;Aussteller;Stephans VIII.;;t:persName
;;;169;Empfänger;Stephan VIII.;;t:persName
p06377;;Schulleiter;1073;;Schulleiter;;t:persName
p06378;;Schwester;753;;Schwester;;t:persName
p06381;;Schwestern in Denain arr. Valenciennes, Nord;633;;Schwestern in Denain (arr. Valenciennes, Nord);Denain (arr. Valenciennes, Nord);t:persName
;;;356;;Stephan von Garlande;Garlande;t:persName
p06382;;Schwiegersohn sowie Nachfolger des C.;925;;Schwiegersohn sowie Nachfolger des C.;;t:persName
p06383;;Sebertus, Bürger;880;;Bürgers Sebertus;;t:persName
p06384;;Sebrandus, Kleriker;522;;Kleriker Sebrandus;;t:persName
p06385;;Segard;647;;Segard;;t:persName
p06396;;Sein Bruder, der König;525;;Sein Bruder, der König;;t:persName
p06399;;seine Kollegen;72;;seine Kollegen;;t:persName
p06401;;seine Nachfolger;1042;Empfänger;seine Nachfolger;;t:persName
p06402;;seiner Ehefrau;89;;seiner Ehefrau;;t:persName
p06404;;seines Amtes enthobenen Priesters;58;;seines Amtes enthobenen Priesters;;t:persName
p06405;;seines Vorgängers;120;;seines Vorgängers;;t:persName
;;;74;;Suffraganen;;t:persName
;;;85;;Suffraganen;;t:persName
;;;85;;Suffraganen;;t:persName
;;;110;;Suffraganen;;t:persName
;;;111;;Suffraganbischöfe;;t:persName
;;;130;;Suffraganen;;t:persName
;;;156;Empfänger;Suffragane;;t:persName
;;;166;Empfänger;Suffragane;;t:persName
;;;222;Empfänger;Suffragane;;t:persName
;;;232;;Suffraganen;;t:persName
;;;243;Empfänger;Suffragane;;t:persName
;;;251;Empfänger;Suffragane;;t:persName
;;;305;;Suffragane;;t:persName
;;;324;Empfänger;Suffragane;;t:persName
;;;333;Empfänger;Suffragane;;t:persName
;;;334;Empfänger;Suffragane;;t:persName
;;;345;Empfänger;Suffragane;;t:persName
;;;395;Aussteller;Suffragane;;t:persName
;;;396;Empfänger;Suffragane;;t:persName
;;;414;Empfänger;Suffragane;;t:persName
;;;433;Empfänger;Suffragane;;t:persName
;;;436;Empfänger;Suffragane;;t:persName
;;;452;Empfänger;Suffragane;;t:persName
;;;488;Empfänger;Suffragane;;t:persName
;;;558;;Suffraganbischöfe;;t:persName
;;;563;;Suffragane;;t:persName
;;;596;Empfänger;Suffragane;;t:persName
;;;625;Empfänger;Suffragane;;t:persName
;;;646;Empfänger;Suffragane;;t:persName
;;;664;;Suffragane;;t:persName
;;;754;;Suffragane;;t:persName
;;;761;Empfänger;Suffragane;;t:persName
;;;772;Empfänger;Suffragane;;t:persName
;;;873;Empfänger;Suffragane;;t:persName
;;;908;;Suffragane;;t:persName
;;;933;Empfänger;Suffragane;;t:persName
;;;971;;Suffragane;;t:persName
;;;1001;Empfänger;Suffragane;;t:persName
;;;1008;Empfänger;Suffragane;;t:persName
;;;1009;Empfänger;Suffragane;;t:persName
;;;1010;;Suffragane;;t:persName
